timestamp,direction,force,z,displacement,testno
1724836878.5549068,DOWN,-0.116,inf,inf,4
1724836878.66065,DOWN,-0.117,inf,inf,4
1724836878.756601,DOWN,-0.118,inf,inf,4
1724836878.861553,DOWN,-0.119,inf,inf,4
1724836878.9486551,DOWN,-0.12,inf,inf,4
1724836879.0668411,DOWN,-0.121,inf,inf,4
1724836879.156685,DOWN,-0.121,inf,inf,4
1724836879.258925,DOWN,-0.123,inf,inf,4
1724836879.3486059,DOWN,-0.124,inf,inf,4
1724836879.4637508,DOWN,-0.125,inf,inf,4
1724836879.562955,DOWN,-0.125,inf,inf,4
1724836879.65908,DOWN,-0.126,inf,inf,4
1724836879.7486238,DOWN,-0.127,inf,inf,4
1724836879.8601532,DOWN,-0.128,inf,inf,4
1724836879.956641,DOWN,-0.128,inf,inf,4
1724836880.052588,DOWN,-0.124,inf,inf,4
1724836880.1487281,DOWN,-0.119,inf,inf,4
1724836880.2598882,DOWN,-0.12,inf,inf,4
1724836880.3566139,DOWN,-0.122,inf,inf,4
1724836880.459098,DOWN,-0.123,inf,inf,4
1724836880.5550342,DOWN,-0.124,inf,inf,4
1724836880.6607108,DOWN,-0.124,inf,inf,4
1724836880.756716,DOWN,-0.125,inf,inf,4
1724836880.849258,DOWN,-0.125,inf,inf,4
1724836880.954901,DOWN,-0.125,inf,inf,4
1724836881.060677,DOWN,-0.126,inf,inf,4
1724836881.1566982,DOWN,-0.125,inf,inf,4
1724836881.2527418,DOWN,-0.123,inf,inf,4
1724836881.3539772,DOWN,-0.12,inf,inf,4
1724836881.457731,DOWN,-0.118,inf,inf,4
1724836881.560179,DOWN,-0.116,inf,inf,4
1724836881.6497622,DOWN,-0.113,inf,inf,4
1724836881.758294,DOWN,-0.11,inf,inf,4
1724836881.857652,DOWN,-0.108,inf,inf,4
1724836881.956338,DOWN,-0.107,inf,inf,4
1724836882.049702,DOWN,-0.106,inf,inf,4
1724836882.167944,DOWN,-0.105,inf,inf,4
1724836882.2577128,DOWN,-0.104,inf,inf,4
1724836882.3600278,DOWN,-0.102,inf,inf,4
1724836882.449671,DOWN,-0.1,inf,inf,4
1724836882.56788,DOWN,-0.098,inf,inf,4
1724836882.65765,DOWN,-0.096,inf,inf,4
1724836882.753697,DOWN,-0.095,inf,inf,4
1724836882.85594,DOWN,-0.094,inf,inf,4
1724836882.961677,DOWN,-0.093,inf,inf,4
1724836883.057698,DOWN,-0.091,inf,inf,4
1724836883.1689868,DOWN,-0.09,inf,inf,4
1724836883.249718,DOWN,-0.089,inf,inf,4
1724836883.345715,DOWN,-0.087,inf,inf,4
1724836883.4731252,DOWN,-0.086,inf,inf,4
1724836883.550184,DOWN,-0.081,inf,inf,4
1724836883.649737,DOWN,0.04,inf,inf,4
1724836891.147679,UP,0.007,0,0,4
1724836891.26687,UP,0.012,inf,inf,4
1724836891.3788428,UP,0.012,inf,inf,4
1724836891.474956,UP,0.017,inf,inf,4
1724836891.570837,UP,0.024,inf,inf,4
1724836891.669919,UP,0.031,inf,inf,4
1724836891.778761,UP,0.036,inf,inf,4
1724836891.87469,UP,0.041,inf,inf,4
1724836891.970885,UP,0.046,inf,inf,4
1724836892.066903,UP,0.049,inf,inf,4
1724836892.1788108,UP,0.052,inf,inf,4
1724836892.274179,UP,0.054,inf,inf,4
1724836892.380759,UP,0.057,inf,inf,4
1724836892.473609,UP,0.06,inf,inf,4
1724836892.572887,UP,0.063,inf,inf,4
1724836892.6681962,UP,0.067,inf,inf,4
1724836892.7769248,UP,0.072,inf,inf,4
1724836892.875987,UP,0.077,inf,inf,4
1724836892.972884,UP,0.081,inf,inf,4
1724836893.0688362,UP,0.082,inf,inf,4
1724836893.1862369,UP,0.087,inf,inf,4
1724836893.2770061,UP,0.091,inf,inf,4
1724836893.3728352,UP,0.094,inf,inf,4
1724836893.468812,UP,0.096,inf,inf,4
1724836893.5808299,UP,0.098,inf,inf,4
1724836893.6763241,UP,0.1,inf,inf,4
1724836893.773052,UP,0.101,inf,inf,4
1724836893.868895,UP,0.103,inf,inf,4
1724836893.980793,UP,0.105,inf,inf,4
1724836894.0769348,UP,0.107,inf,inf,4
1724836894.172939,UP,0.108,inf,inf,4
1724836894.2689269,UP,0.11,inf,inf,4
1724836894.387131,UP,0.111,inf,inf,4
1724836894.477005,UP,0.111,inf,inf,4
1724836894.572926,UP,0.112,inf,inf,4
1724836894.668455,UP,0.113,inf,inf,4
1724836894.787329,UP,0.115,inf,inf,4
1724836894.873201,UP,0.115,inf,inf,4
1724836894.972182,UP,0.116,inf,inf,4
1724836895.0688431,UP,0.117,inf,inf,4
1724836895.1809201,UP,0.118,inf,inf,4
1724836895.276221,UP,0.118,inf,inf,4
1724836895.3782752,UP,0.119,inf,inf,4
1724836895.4688158,UP,0.119,inf,inf,4
1724836895.5871549,UP,0.12,inf,inf,4
1724836895.683229,UP,0.12,inf,inf,4
1724836895.772939,UP,0.12,inf,inf,4
1724836895.891459,UP,0.12,inf,inf,4
1724836895.9689898,UP,0.121,inf,inf,4
1724836896.08097,UP,0.121,inf,inf,4
1724836896.173701,UP,0.12,inf,inf,4
1724836896.279238,UP,0.12,inf,inf,4
1724836896.368924,UP,0.119,inf,inf,4
1724836896.481096,UP,0.118,inf,inf,4
1724836896.576958,UP,0.117,inf,inf,4
1724836896.6851158,UP,0.115,inf,inf,4
1724836896.774734,UP,0.112,inf,inf,4
1724836896.876519,UP,0.108,inf,inf,4
1724836896.966957,UP,0.105,inf,inf,4
1724836897.085311,UP,0.101,inf,inf,4
1724836897.174975,UP,0.097,inf,inf,4
1724836897.271028,UP,0.094,inf,inf,4
1724836897.3669991,UP,0.092,inf,inf,4
1724836897.478899,UP,0.089,inf,inf,4
1724836897.5812092,UP,0.085,inf,inf,4
1724836897.670937,UP,0.082,inf,inf,4
1724836897.767036,UP,0.081,inf,inf,4
1724836897.8790421,UP,0.079,inf,inf,4
1724836897.9750311,UP,0.077,inf,inf,4
1724836898.0748858,UP,0.075,inf,inf,4
1724836898.17088,UP,0.074,inf,inf,4
1724836898.2732239,UP,0.073,inf,inf,4
1724836898.378979,UP,0.073,inf,inf,4
1724836898.474983,UP,0.072,inf,inf,4
1724836898.5710661,UP,0.073,inf,inf,4
1724836898.66701,UP,0.073,inf,inf,4
1724836898.7789881,UP,0.074,inf,inf,4
1724836898.8870301,UP,0.076,inf,inf,4
1724836898.9773068,UP,0.077,inf,inf,4
1724836899.067023,UP,0.079,inf,inf,4
1724836899.178995,UP,0.081,inf,inf,4
1724836899.274365,UP,0.083,inf,inf,4
1724836899.371031,UP,0.086,inf,inf,4
1724836899.466937,UP,0.088,inf,inf,4
1724836899.578948,UP,0.09,inf,inf,4
1724836899.6750069,UP,0.092,inf,inf,4
1724836899.770818,UP,0.094,inf,inf,4
1724836899.882936,UP,0.095,inf,inf,4
1724836899.9852512,UP,0.097,inf,inf,4
1724836900.087459,UP,0.003,inf,inf,4
1724836900.171097,UP,-0.033,inf,inf,4
1724836907.053885,DOWN,-0.007,0,0,5
1724836907.200879,DOWN,-0.015,inf,inf,5
1724836907.271681,DOWN,-0.016,inf,inf,5
1724836907.3710852,DOWN,-0.02,inf,inf,5
1724836907.467071,DOWN,-0.03,inf,inf,5
1724836907.579117,DOWN,-0.037,inf,inf,5
1724836907.674464,DOWN,-0.0,inf,inf,5
1724836921.5360289,UP,0.009,0,0,5
1724836921.673433,UP,0.014,inf,inf,5
1724836921.766219,UP,0.014,inf,inf,5
1724836921.874222,UP,0.019,inf,inf,5
1724836921.9772859,UP,0.025,inf,inf,5
1724836922.073355,UP,0.031,inf,inf,5
1724836922.166023,UP,0.037,inf,inf,5
1724836922.259923,UP,0.042,inf,inf,5
1724836922.377404,UP,0.045,inf,inf,5
1724836922.4730082,UP,0.048,inf,inf,5
1724836922.569474,UP,0.05,inf,inf,5
1724836922.668255,UP,0.053,inf,inf,5
1724836922.777427,UP,0.057,inf,inf,5
1724836922.873575,UP,0.061,inf,inf,5
1724836922.9694562,UP,0.065,inf,inf,5
1724836923.0654862,UP,0.068,inf,inf,5
1724836923.177439,UP,0.073,inf,inf,5
1724836923.2790852,UP,0.078,inf,inf,5
1724836923.3821099,UP,0.083,inf,inf,5
1724836923.4654841,UP,0.087,inf,inf,5
1724836923.577375,UP,0.09,inf,inf,5
1724836923.672728,UP,0.092,inf,inf,5
1724836923.769462,UP,0.095,inf,inf,5
1724836923.865443,UP,0.097,inf,inf,5
1724836923.9774961,UP,0.099,inf,inf,5
1724836924.073419,UP,0.101,inf,inf,5
1724836924.1695051,UP,0.103,inf,inf,5
1724836924.276868,UP,0.104,inf,inf,5
1724836924.377491,UP,0.106,inf,inf,5
1724836924.4734771,UP,0.107,inf,inf,5
1724836924.5757482,UP,0.109,inf,inf,5
1724836924.6654668,UP,0.109,inf,inf,5
1724836924.7774599,UP,0.111,inf,inf,5
1724836924.873502,UP,0.112,inf,inf,5
1724836924.969472,UP,0.113,inf,inf,5
1724836925.065527,UP,0.114,inf,inf,5
1724836925.176578,UP,0.114,inf,inf,5
1724836925.273505,UP,0.115,inf,inf,5
1724836925.378796,UP,0.116,inf,inf,5
1724836925.471688,UP,0.116,inf,inf,5
1724836925.577503,UP,0.116,inf,inf,5
1724836925.672813,UP,0.117,inf,inf,5
1724836925.769515,UP,0.117,inf,inf,5
1724836925.865489,UP,0.117,inf,inf,5
1724836925.97757,UP,0.117,inf,inf,5
1724836926.079895,UP,0.118,inf,inf,5
1724836926.175871,UP,0.118,inf,inf,5
1724836926.265526,UP,0.118,inf,inf,5
1724836926.377426,UP,0.118,inf,inf,5
1724836926.4798741,UP,0.118,inf,inf,5
1724836926.568529,UP,0.117,inf,inf,5
1724836926.680471,UP,0.116,inf,inf,5
1724836926.772873,UP,0.116,inf,inf,5
1724836926.871346,UP,0.115,inf,inf,5
1724836926.9685388,UP,0.113,inf,inf,5
1724836927.080524,UP,0.111,inf,inf,5
1724836927.176648,UP,0.106,inf,inf,5
1724836927.2725718,UP,0.103,inf,inf,5
1724836927.368482,UP,0.099,inf,inf,5
1724836927.4868429,UP,0.094,inf,inf,5
1724836927.575327,UP,0.091,inf,inf,5
1724836927.6725461,UP,0.089,inf,inf,5
1724836927.7685251,UP,0.086,inf,inf,5
1724836927.8805099,UP,0.083,inf,inf,5
1724836927.975512,UP,0.081,inf,inf,5
1724836928.072531,UP,0.079,inf,inf,5
1724836928.168538,UP,0.077,inf,inf,5
1724836928.280573,UP,0.075,inf,inf,5
1724836928.388414,UP,0.074,inf,inf,5
1724836928.4726138,UP,0.073,inf,inf,5
1724836928.5747142,UP,0.072,inf,inf,5
1724836928.680553,UP,0.071,inf,inf,5
1724836928.775884,UP,0.071,inf,inf,5
1724836928.871476,UP,0.072,inf,inf,5
1724836928.967644,UP,0.072,inf,inf,5
1724836929.080493,UP,0.074,inf,inf,5
1724836929.176521,UP,0.075,inf,inf,5
1724836929.2724879,UP,0.077,inf,inf,5
1724836929.377742,UP,0.079,inf,inf,5
1724836929.480544,UP,0.081,inf,inf,5
1724836929.5765278,UP,0.083,inf,inf,5
1724836929.672587,UP,0.085,inf,inf,5
1724836929.7685518,UP,0.087,inf,inf,5
1724836929.880555,UP,0.089,inf,inf,5
1724836929.982862,UP,0.091,inf,inf,5
1724836930.078731,UP,0.093,inf,inf,5
1724836930.168628,UP,0.095,inf,inf,5
1724836930.2805288,UP,0.096,inf,inf,5
1724836930.3909519,UP,0.022,inf,inf,5
1724836930.4692302,UP,-0.032,inf,inf,5
